2001, A16,  Mod.Phys.Lett., Singleton,  Glueball Spin
2000, D62,  Phys.Rev., Kazakov & Pronin,  Gauge dependence of effective gravitational field
2000, C14,  Eur.Phys.J., Peterman,  Vector Fields, Flows and Lie Groups of Diffeomorphisms
2000, B576,  Nucl.Phys., Ennes & Lozano & Naculich & Schnitzer,  Elliptic models and M-theory
2000, D62,  Phys.Rev., Chyi & Hwang & Kao & Lin & Ng & Tseng,  The weak-field expansion for processes in a homogeneous background  magnetic field
2001, C18,  Eur.Phys.J., Andrasi,  Renormalization of Wilson Operators in the Light-Cone Gauge
2000, D62,  Phys.Rev., Branchina,  Flow Equations for U_k and Z_k
2000, A15,  Mod.Phys.Lett., Kogan & Tsvelik,  Logarithmic Operators in the Theory of Plateau Transition
2000, B590,  Nucl.Phys., Kaplunovsky & Sonnenschein & Theisen & Yankielowicz,  On the Duality between Perturbative Heterotic Orbifolds and M-Theory on  T^4/Z_N
2000, B572,  Nucl.Phys., Damgaard & Splittorff,  Spectral Sum Rules of the Dirac operator and Partially Quenched Chiral  Condensates
2000, B582,  Nucl.Phys., Kaste & Lerche & Lutken & Walcher,  D-Branes on K3-Fibrations
2000, D62,  Phys.Rev., Kachru & Katz & Lawrence & McGreevy,  Open string instantons and superpotentials
2000, B474,  Phys.Lett., Taylor & Vafa,  RR Flux on Calabi-Yau and Partial Supersymmetry Breaking
2000, B580,  Nucl.Phys., Schmidhuber,  AdS-Flows and Weyl Gravity
2000, B580,  Nucl.Phys., Schmidhuber,  AdS_5 and the 4D Cosmological Constant
2000, B484,  Phys.Lett., Llatas & de Santos,  S-Duality, SL(2,Z) Multiplets and Killing Spinors
2000, D62,  Phys.Rev., Charmousis & Gregory & Rubakov,  Wave function of the radion in a brane world
2000, D62,  Phys.Rev., Shifman & Veldhuis,  Calculating the tension of domain wall junctions and vortices in  generalized Wess-Zumino models
2000, B579,  Nucl.Phys., Lu & Roy,  (p + 1)-Dimensional Noncommutative Yang-Mills and D($p - 2$) Branes
2000, B475,  Phys.Lett., Chamblin & Eardley,  Puncture of gravitating domain walls
2000, B578,  Nucl.Phys., Klinkhamer,  A CPT anomaly
2001, A16,  Mod.Phys.Lett., Figueroa & Gracia-Bondia,  On the antipode of Kreimer's Hopf algebra
2000, B576,  Nucl.Phys., Youm,  Probing Solitons in Brane Worlds
2000, A15,  Int.J.Mod.Phys., Llatas & Ramallo & de Santos,  World-volume Solitons of the D3-brane in the Background of (p,q)  Five-branes
2000, A15,  Int.J.Mod.Phys., Deriglazov & Evdokimov,  Local symmetries in the Hamiltonian framework. 1. Hamiltonian form of  the symmetries and the Noether identities
2000, B575,  Nucl.Phys., Haack & Louis,  Duality in Heterotic Vacua With Four Supercharges
2000, B582,  Nucl.Phys., Li,  Classification of 5-Dimensional Space-Time with Parallel 3-Branes
2000, B579,  Nucl.Phys., Frizzo & Magnea & Russo,  Scalar field theory limits of bosonic string amplitudes
2000, B591,  Nucl.Phys., Konechny & Schwarz,  Compactification of M(atrix) theory on noncommutative toroidal orbifolds
2000, D62,  Phys.Rev., Chacko & Nelson,  A Solution to the Hierarchy Problem with an Infinitely Large Extra  Dimension and Moduli Stabilization
2000, D61,  Phys.Rev., Chen & Harko & Mak,  Bianchi Type I Cosmology in N=2, D=5 Supergravity
2000, B478,  Phys.Lett., Chaichian & Kobakhidze,  Large hierarchy from extra dimensions
2000, B477,  Phys.Lett., Dunne & Feinberg,  Finite Temperature Effective Action in Monopole Background
2000, B575,  Nucl.Phys., Castro-Alvaredo & Fring & Korff & Miramontes,  Thermodynamic Bethe Ansatz of the Homogeneous Sine-Gordon models
1999, A32,  J.Phys., Bizdadea & Saliu,  Irreducible antifield-BRST approach to reducible gauge theories
1999, A14,  Int.J.Mod.Phys., Bizdadea & Negru & Saliu,  Irreducible antifield BRST-anti-BRST formalism for reducible gauge  theories
1999, A14,  Int.J.Mod.Phys., Bizdadea & Negru & Saliu,  Irreducible Hamiltonian approach to the Freedman-Townsend model
2000, D62,  Phys.Rev., Magnea,  Three-dimensional QCD in the adjoint representation and random matrix  theory
2000, B578,  Nucl.Phys., Bonora & Rinaldi,  Normal Bundles, Pfaffians and Anomalies
2000, D62,  Phys.Rev., Sazdovic,  Canonical approach to 2D WZNW model, non-abelian bosonization and  anomalies
2000, B575,  Nucl.Phys., Pradisi,  Type I Vacua from Diagonal $Z_3$-Orbifolds
2000, B576,  Nucl.Phys., Delduc & Ivanov & Krivonos,  1/4 Partial Breaking of Global Supersymmetry and New Superparticle  Actions
2000, B476,  Phys.Lett., Klich & Romeo,  Regularized Casimir energy for an infinite dielectric cylinder subject  to light-velocity conservation
2000, B477,  Phys.Lett., de Wit & Lust,  BPS Amplitudes, Helicity Supertraces and Membranes in M-Theory
2000, B476,  Phys.Lett., Baerwald & West,  Brane Rotating Symmetries and the Fivebrane Equations of Motion
2000, D61,  Phys.Rev., Leontaris & Mavromatos,  A mass hierarchy from recoiling D branes
2000, B474,  Phys.Lett., Bajc & Gabadadze,  Localization of Matter and Cosmological Constant on a Brane in Anti de  Sitter Space
2000, D62,  Phys.Rev., Sasaki & Shiromizu & Maeda,  Gravity, Stability and Energy Conservation on the Randall-Sundrum  Brane-World
2000, B583,  Nucl.Phys., Hassan,  SO(d,d) Transformations of Ramond-Ramond Fields and Space-time Spinors
2000, A676,  Nucl.Phys., Cherednikov & Fedorov & Khalili & Sveshnikov,  Chiral Hybrid Bag Model with the Boson Field inside the Bag
2000, D62,  Phys.Rev., Jassal & Mukherjee,  Analytical results for string propagation near a Kaluza-Klein black hole
2000, D61,  Phys.Rev., Hamber,  On the Gravitational Scaling Dimensions
2000, B577,  Nucl.Phys., Pernici & Raciti & Riva,  Dimensional renormalization of Yukawa theories wia Wilsonian methods
2000, D62,  Phys.Rev., Erdmenger & Perez-Victoria,  Non-renormalization of next-to-extremal correlators in N=4 SYM and the  AdS/CFT correspondence
2000, B577,  Nucl.Phys., Fujikawa & Terashima,  Note on the Gauge Fixing in Gauge Theory
2000, B576,  Nucl.Phys., Yoneya,  Spontaneously Broken Space-Time Supersymmetry in Open String Theory  without GSO Projection
2000, D62,  Phys.Rev., Constantinidis & Devecchi & Marchioro,  A solution to the zero-hamiltonian problem in 2-D gravity
2000, B578,  Nucl.Phys., Angelantonj & Armoni,  Non-Tachyonic Type 0B Orientifolds, Non-Supersymmetric Gauge Theories  and Cosmological RG Flow
2000, B581,  Nucl.Phys., Kimura & Kitazawa,  IIB Matrix Model with D1-D5 Backgrounds
2000, D61,  Phys.Rev., Martinez & Teitelboim & Zanelli,  Charged Rotating Black Hole in Three Spacetime Dimensions
2000, D62,  Phys.Rev., Chan,  Exact Scattering States of Dirac-Born-Infeld Equation with Constant  Background Fields
2000, B479,  Phys.Lett., Igarashi & Itoh & So,  Exact Symmetries realized on the Renormalized Group Flow
2000, B475,  Phys.Lett., Ambjorn & Correia & Kristjansen & Loll,  On the relation between Euclidean and Lorentzian 2D quantum gravity
2000, D61,  Phys.Rev., Dalmazi & Dutra & Hott,  Quadratic Effective Action for QED in D=2,3 Dimensions
2000, B580,  Nucl.Phys., de Albuquerque & Alves & Dalmazi,  Yang-Lee Zeros of the Ising model on Random Graphs of Non Planar  Topology
2000, B582,  Nucl.Phys., Pernici,  Semi-naive dimensional renormalization
2000, B478,  Phys.Lett., Prokushkin,  Coordinate-Free Action for AdS3 Higher-Spin-Matter Systems
2000, B582,  Nucl.Phys., Fosco & Lopez & Schaposnik,  Dimensional reduction, magnetic flux strings, and domain walls
2000, D62,  Phys.Rev., Mukohyama & Shiromizu & Maeda,  Global structure of exact cosmological solutions in the brane world
2000, D62,  Phys.Rev., Myung & Kang & Lee,  S-wave absorption of scalars by noncommutative D3-branes
2000, D61,  Phys.Rev., Brax & Martin,  The Robustness of Quintessence
2000, B580,  Nucl.Phys., Bhaseen & Kogan & Soloviev & Taniguchi & Tsvelik,  Towards a Field Theory of the Plateau Transition
2000, B62,  Phys.Rev., Marino & Neto,  Effective Sublattice Magnetization and Neel Temperature in Quantum  Antiferromagnets
2000, A15,  Mod.Phys.Lett., Cristofano & Maiella & Marotta,  A twisted conformal field theory description of the Quantum Hall Effect
2000, B61,  Phys.Rev., Kunold & Torres,  Bloch electrons in electric and magnetic fields
2000, B476,  Phys.Lett., Jorjadze & Piechocki,  Particle dynamics on hyperboloid and unitary representation of SO(1,N)  group
2001, A16,  Int.J.Mod.Phys., Singh & Dadhich,  The field equation from Newton's law of motion and absence of magnetic  monopole
1999, A14,  Mod.Phys.Lett., Wu,  Can Black Hole be Created at the Birth of the Universe?
2000, D61,  Phys.Rev., Singh & Vaz,  Quantum Radiation from Black Holes and Naked Singularities in Spherical  Dust Collapse
2000, D61,  Phys.Rev., Alberghi & Casadio & Gruppuso,  Non-minimally coupled scalar fields in homogeneous universes
2000, B585,  Nucl.Phys., Engelhardt & Reinhardt,  Center vortex model for the infrared sector of Yang-Mills theory -  Confinement and Deconfinement
2000, D62,  Phys.Rev., Farchioni & de Forcrand & Hip & Lang & Splittorff,  Microscopic Universality and the Chiral Phase Transition in two Flavor  QCD
2000, B488,  Phys.Lett., Chiu,  Topologically invariant transformation for lattice fermions
2000, B481,  Phys.Lett., Suranyi,  Vortes solutions in nonabelian Higgs theories
2000, D62,  Phys.Rev., Berruto & Grignani & Sodano,  The Strongly Coupled 't Hooft Model on the Lattice
2000, D61,  Phys.Rev., Langfeld & Schafke,  The non-Abelian dual Meissner effect as color-alignment in SU(2) lattice  gauge theory
2000, B475,  Phys.Lett., de Forcrand & Philipsen,  Adjoint string breaking in 4d SU(2) Yang-Mills theory
2000, D62,  Phys.Rev., Gregory & Guo & Kroger & Luo,  Hamiltonian lattice QCD at finite chemical potential
2000, D62,  Phys.Rev., Maroto & Pelaez,  The equivalence theorem and the production of gravitinos after inflation
2000, B579,  Nucl.Phys., Ciuchini & Derkachov & Gracey & Manashov,  Computation of quark mass anomalous dimension at O(1/N_f^2) in quantum  chromodynamics
2000, D61,  Phys.Rev., Kanti & Kogan & Olive & Pospelov,  Single-Brane Cosmological Solutions with a Stable Compact Extra  Dimension
2000, D61,  Phys.Rev., Pinto & Ramos,  A Nonperturbative Study of Inverse Symmetry Breaking at High  Temperatures
2000, B476,  Phys.Lett., Lyth,  Late-time creation of gravitinos from the vacuum
2000, B580,  Nucl.Phys., Gehrmann & Remiddi,  Differential Equations for Two-Loop Four-Point Functions
2000, B589,  Nucl.Phys., Cheng & Dobrescu & Hill,  Electroweak Symmetry Breaking and Extra Dimensions
2000, D62,  Phys.Rev., Nesterenko,  Quark-antiquark potential in the analytic approach to QCD
2000, D62,  Phys.Rev., Brown & Liu & Ren,  The Transition Temperature to the Superconducting Phase of QCD at High  Baryon Density
2000, B477,  Phys.Lett., Bartels & Lipatov & Vacca,  A New Odderon Solution in Perturbative QCD
2000, D62,  Phys.Rev., Lombardo & Mazzitelli & Monteoliva,  Classicality of the order parameter during a phase transition
2000, D62,  Phys.Rev., Dienes & Dudas & Gherghetta,  Invisible Axions and Large-Radius Compactifications
2000, D62,  Phys.Rev., Maartens & Wands & Bassett & Heard,  Chaotic inflation on the brane
2000, D62,  Phys.Rev., Chang & Hisano & Nakano & Okada & Yamaguchi,  Bulk Standard Model in the Randall-Sundrum Background
2000, D62,  Phys.Rev., Tsujikawa & Torii,  Spinodal effect in the natural inflation model
2000, D62,  Phys.Rev., Baacke & Patzold,  Renormalization of the nonequilibrium dynamics of fermions in a flat FRW  universe
2000, A33,  J.Phys., Zabrodin,  Commuting difference operators with elliptic coefficients from Baxter's  vacuum vestors
2000, B476,  Phys.Lett., Barbaro & Molinari & Palumbo & Quaglia,  A composite bosons minimal basis for the pairing Hamiltonian
2000, B14,  Eur.Phys.J., Albeverio & Fei,  A Remark on the Optimal Cloning of An N-Level Quantum System
2000, B47,  Phys.Lett., Kleinert & Chervyakov,  Reparametrization Invariance of Perturbatively Defined Path Integrals.  II. Integrating Products of Distributions
1999, A14,  Mod.Phys.Lett., Ivanov & Krivonos & JINR & Dubna & Russia & CBPF & J\. & Brazil),  N=4 Sugawara construction on affine sl(2|1), sl(3) and mKdV-type  superhierarchies
2001, D63,  Phys.Rev., Helfer,  Moving Mirrors and Thermodynamic Paradoxes
2000, B474,  Phys.Lett., Spector,  N=0 Supersymmetry and the Non-Relativistic Monopole
2000, B477,  Phys.Lett., Belitsky & Vandoren & Nieuwenhuizen,  Instantons, Euclidean supersymmetry and Wick rotations
2000, B476,  Phys.Lett., Dick & Mikulovicz,  Gravity and the Newtonian limit in the Randall-Sundrum model
2000, B476,  Phys.Lett., Alvarez & Gomez,  A Comment on the Holographic Renormalization Group and the Soft Dilaton  Theorem
2000, B473,  Phys.Lett., Ward,  The Interaction of Two Hopf Solitons
2000, B576,  Nucl.Phys., Youm,  Solitons in Brane Worlds II
2000, D62,  Phys.Rev., Klich & Feinberg & Mann & Revzen,  Casimir energy of a dilute dielectric ball with uniform velocity of  light at finite temperature
2000, D62,  Phys.Rev., Horvath & Karp & Palla,  A Two-loop Test of Buscher's T-duality I
2000, B31,  Acta Phys.Polon., Damski,  Supersymmetry and Bogomol'nyi equations in the Maxwell Chern-Simons  systems
2000, B576,  Nucl.Phys., Iso & Kawai & Kitazawa,  Bi-local Fields in Noncommutative Field Theory
2000, E61,  Phys.Rev., Sen & Sen & Sexton & Adams,  A geometric discretisation scheme applied to the Abelian Chern-Simons  theory
2000, B479,  Phys.Lett., Bolotin & Vasiliev,  Star-Product and Massless Free Field Dynamics in $AdS_4$
2000, C14,  Eur.Phys.J., Jurco & Schupp,  Noncommutative Yang-Mills from equivalence of star products
2000, B581,  Nucl.Phys., Csaki & Erlich & Hollowood & Shirman,  Universal Aspects of Gravity Localized on Thick Branes
2000, D62,  Phys.Rev., Pfenning,  Vacuum Polarization and Energy Conditions at a Planar Frequency  Dependent Dielectric to Vacuum Interface
2000, B31,  Acta Phys.Polon., Glazek,  Running Couplings in Hamiltonians
2001, D63,  Phys.Rev., Kenneth & Nussinov,  A new "polarized version" of the Casimir Effect is measurable
2000, B586,  Nucl.Phys., Gallot & Lerda & Strigazzi,  Gauge and gravitational interactions of non-BPS D-particles
2001, D63,  Phys.Rev., Suzuki,  D0-D4 system and QCD_{3+1}
2000, B31,  Acta Phys.Polon., Piskorski,  The operator form of the effective potential governing the time  evolution in n-dimensional subspace of states
2000, D62,  Phys.Rev., Bonanno,  Non-perturbative scaling in the scalar theory
2000, B477,  Phys.Lett., Kokorelis,  Gauge and Gravitational Couplings from Modular Orbits in Orbifold  Compactifications
2000, B486,  Phys.Lett., Kato & Satoh,  Modular invariance of string theory on AdS_3
2000, A15,  Int.J.Mod.Phys., Abreu,  The effect of different regulators in the non-local field-antifield  quantization
2000, B477,  Phys.Lett., Plyushchay & de Traubenberg,  Cubic root of Klein-Gordon equation
2000, D62,  Phys.Rev., Zunger,  Twistors and Actions on Coset Manifolds
2000, D62,  Phys.Rev., Casadio & Harms,  Three dimensional gravity from ISO(2,1) coset models
2000, B580,  Nucl.Phys., Behrndt & Gukov,  Domain Walls and Superpotentials from M Theory on Calabi-Yau Three-Folds
2000, A15,  Int.J.Mod.Phys., Esposito,  Boundary Operators in Quantum Field Theory
2000, D62,  Phys.Rev., Shiokawa,  Mesoscopic Fluctuations in Stochastic Spacetime
2000, B587,  Nucl.Phys., Sheikh-Jabbari,  Noncommutative Super Yang-Mills Theories with 8 Supercharges and Brane  Configurations
2000, B475,  Phys.Lett., Zaslavskii,  Quantum extreme black holes at finite temperature and exactly solvable  models of 2d dilaton gravity
2000, A15,  Int.J.Mod.Phys., Baseilhac & Reynaud,  Dual generalizations of sine-Gordon field theory and integrability  submanifolds in parameter space
2000, B582,  Nucl.Phys., Tanaka & Montes,  Gravity in the brane-world for two-branes model with stabilized modulus
2000, B583,  Nucl.Phys., Balog & Niedermaier & Niedermayer & Patrascioiu & Seiler & Weisz,  The Intrinsic Coupling in Integrable Quantum Field Theories
2000, A15,  Mod.Phys.Lett., Brihaye & Desoil,  Gravitating (bi-)sphalerons
2000, D62,  Phys.Rev., Campbell & Kaminsky,  Anomalous U(1) Vortices and The Dilaton
2000, B477,  Phys.Lett., Nicolai & Plefka,  On the supersymmetric effective action of Matrix theory
2000, B478,  Phys.Lett., Myung & Kang & Lee,  Randall-Sundrum Gauge in the Brane World
2001, B605,  Nucl.Phys., Bagrov & Gitman & Levin & Tlyachev,  Aharonov-Bohm Effect in Cyclotron and Synchrotron Radiations
2000, B582,  Nucl.Phys., Ketov,  Superconformal hypermultiplets in superspace
2001, B15,  Int.J.Mod.Phys., Toublan & Verbaarschot,  Effective Low Energy Theories and QCD Dirac Spectra
2000, B476,  Phys.Lett., Huey & Steinhardt & Ovrut & Waldram,  A Cosmological Mechanism for Stabilizing Moduli
2000, D62,  Phys.Rev., Mohammedi,  On the classical connection between the WZWN model and topological gauge  theories with boundaries
2000, B481,  Phys.Lett., Andreev,  A Note on Open Strings in the Presence of Constant B-Field
2000, B488,  Phys.Lett., Bose & Dadhich,  The electrogravity transformation and global monopoles in scalar-tensor  gravity
1999, D60,  Phys.Rev., Khalilov & Ho,  Pair Production of charged vector bosons in supercritical magnetic  fields at finite temperatures
2000, B579,  Nucl.Phys., Brignole,  One-loop Kahler potential in non-renormalizable theories
2000, D62,  Phys.Rev., Nojiri & Odintsov & Ogushi,  Finite Action in d5 Gauged Supergravity and Dilatonic Conformal Anomaly  for Dual Quantum Field Theory
